趙紀.	Kỷ nhà triệu.
春,浙東賊裘甫作亂.	Mùa xuân, giặc ở chiết đông là cừu phủ làm loạn.
唐議選將平之.	Nhà đường bàn chọn tướng đi đánh dẹp.
夏侯孜曰:"王式雖儒家子,前在安南威服華夷,.	Hạ hầu tư nói: " vương thức tuy là con nhà nho, nhưng
各聞遠地,可任也".	Cõi xa đều nghe danh tiếng, có thể đảm nhiệm được ".
御拜浙東觀察使.	Vua đường bèn gọi thức về trao cho chức chiết đông quan sát sứ.
冬,十一月,戊申,土蠻引南詔兵合三萬餘人,乘虚攻我府𨺻之.	Mùa đông, tháng mười hai, ngày mậu thân, người thổ man dẫn quân nam chiếu hợp lại hơn ba vạn người, nhân khi sơ hở đến đánh chiếm phủ của châu ta.
都護李鄠與監軍奔武州.	Đô hộ lý hộ cùng với viên giám quân chạy về vũ châu.
辛巳,[唐咸通二年].	Tân tỵ, (đường hàm thông năm thứ hai).
春,正月,唐帝詔𭛁邕𬋩及鄰道兵來救鄠,擊南夷.	Mùa xuân, tháng giêng vua đường xuống chiếu phát quân ung quản một trăm chín mươi ba và các đạo lân cận sang cứu lý hộ, đánh lại nam di.
夏,六月,癸丑,唐以盐州防禦使王寬為安南經畧使.	Mùa hạ, tháng sáu, ngày quý sửu, vua đường sai phòng ngự sứ diêm châu là vương khoan làm kinh lược sứ an nam.
時鄠自武州𠬧集土軍攻羣蠻,復取府城.	Bấy giờ lý hộ từ vũ châu thu nhặt quân người địa phương đánh bọn man, lấy lại được phủ thành.
唐帝責其失守,貶儋州司戶,尋流峯州,以王寬為都護經畧使.	Vua đường trách tội thất thủ, biếm làm tư hộ đạm châu, sau đày đi phong châu, lấy vương khoan làm đô hộ kinh lược sứ.
鄠之初至也,殺蠻酋杜澄,故其宗黨因誘導羣蠻𨺻州.	Hộ khi mới đến giết tù trưởng người man là đỗ trừng một trăm chín mươi bốn }, cho nên họ hàng nhà trừng xui giục và dẫn đường cho người man đánh lấy châu.
壬午,[唐咸通三年].	Nhâm ngọ, (đường hàm thông năm thứ ba).
春,二月,南詔復入寇.	Mùa xuân, tháng hai, nam chiếu lại vào cướp phá.
王寬數遣使吿急.	Vương khoan mấy lần sai sứ cáo cấp.
唐帝以前湖南觀察使蔡襲大之,仍𭛁許,滑,徐,汴,荆,㐮,潭,鄂等道兵合三萬人,授襲以禦之.	Vua đường sai hồ nam quan sát sứ trước là sái tập thay thế, đem binh các đạo hứa, hoạt, từ, biện, kinh, tương, đàm, ngạc, hợp lại được ba vạn, giao cho tập để chống cự.
兵勢既盛,蠻遂引去.	Thế quân đã mạnh, quân man bèn rút lui.
夏,五月,嶺南節度蔡京以襲將諸道兵來禦蛮,恐其立功,忌之因奏:"南蛮遁边,徼無虞?	Mùa hạ, tháng năm, lĩnh nam tiết độ là sái kinh thấy tập đem quân các đạo đến chống cự với quân man, sợ tập lập được công, có ý ghen ghét, nhân đó tâu rằng: " bọn nam man đã trốn xa, biên giới không đáng lo nữa.
武夫邀功,妄請戍兵,虚費餽運,盖以荒陬路遠,難於襨驗,故得肆其姦詐.	Kẻ vũ phu cầu công, xin càn quân đóng thú, tổn phí quân lương và chuyên chở, vì góc lánh đường xa khó bề kiểm soát, nên tha hồ làm việc gian trá.
請罷戍兵,各遠本道".	Xin bãi quân đóng giữ, cho đạo nào lại về đạo ấy ".
襲累奏羣蛮伺隲九不可無備,乞留戍兵五千人.	Tập nhiều lần tâu rằng: " bọn người man rình lúc sơ hở đã lâu, không thể không phòng bị, xin lưu lại năm nghìn thú binh ".
不聽,襲以蛮寇必至,兵食皆闕,智力.	Vua đường không nghe, tập cho là giặc man ắt lại đến, mà quân lính và lương thực đều thiếu, trí lực
两󰠃,作"十必死状"中中書.	Hai mặt đều quẫn, mới làm tờ sớ " thập tất tử trạng " trình lên toà trung thư.
時相信京言,終不之省.	Nhưng tể tướng thời bấy giờ tin lời sái kinh, cuối cùng vẫn không xét đến.
秋,七月,蔡京在任為政苛慘,闔境怨之,為軍士所逐,貶崖州司戶,不肯之官勑賜死.	Mùa thu, tháng bảy, sái kinh ở trị sở, chính lệnh hà khắc thảm độc, cả cõi đều oán, bị quân sĩ đuổi, phải biếm làm tư hộ nhai châu, không chịu đi nhận chức, vua đường xuống sắc bắt phải tự tử.
冬,十月,南詔羣蛮五萬人來寇,襲吿急.	Mùa đông, tháng mười, bọn man nam chiếu năm vạn người đến cướp, tập cáo cấp.
唐帝勑𭛁荆南,湖南两道兵二千,桂𬋩義征子弟[因其應慕從軍名之也].	Vua đường sai lấy quân hai đạo kinh nam, hồ nam hai nghìn người và con em nghĩa chinh ở quế quản (vì họ ứng mộ tòng quân nên gọi là nghĩa binh) ba nghìn người đến ung châu chịu lệnh tiết chế của trịnh ngu để sang cứu.
十二月,襲又求益兵,勑山南東道𭛁弩手千人赴之.	Tháng mười hai, tập lại xin thêm quân, vua đường sắc cho sơn nam đông đạo đem một nghìn quân tay nỏ sang cứu.
時南詔已圍府,救兵不得至.	Khi ấy quân nam chiếu đã vây phủ, quân cứu viện không thể đến được.
襲但󰞿城固守而已.	Tập chỉ cố thủ xung quanh thành mà thôi.
[󰞿縈也]癸未,[唐咸通四年].	Quý mùi, (đường hàm thông năm thứ bốn).
春,正月,庚午,南詔𨺻府城,蔡襲左右.	Mùa xuân, tháng giêng, ngày canh ngọ, quân nam chiếu đánh chiếm phủ thành,
皆尽.	Đều chết hết.
襲徒步,力戰,身集十矢,欲趣監軍船,船已離岸,遂溺海死,闔家七十人.	Tập chạy bộ, cố sức đánh, người trúng mười mũi tên, muốn xuống thuyền của giám quân nhưng thuyền đã đi xa bờ, bèn nhảy xuống biển chết, cả nhà bảy mươi người.
幙僚樊綽先携襲印符渡江得免.	Liêu thuộc là phàn xước đem ấn tín binh phù của tập sang sông trước, được thoát.
荆南,江西,鄂,岳,㐮等州將士四百餘人走至城東水際.	Tướng sĩ các châu kinh nam, giang tây, ngạc, nhạc, tương, hơn bốn trăm người chạy đến phía đông thành giáp sông.
荆南󰔄侯元惟德等謂眾曰:"吾軰無船,入水則死,不若還入城,與蛮人鬪,以一人易二蛮亦有利".	Ngu hầu kinh nam là bọn nguyên duy đức bảo quân sĩ rằng: " bọn ta không có thuyền, xuống nước tất chết, chi bằng lại quay về thành đánh nhau với người man, một người của ta đổi lấy hai người man, cũng có lợi ".
[安南羅城東門也].	Bèn trở lại thành, vào cửa đông la (tức là cửa đông la thành an nam).
蛮人不為備,惟德等縱兵殺蛮二千餘人.	Người man không phòng bị, bọn duy đức tung quân đánh, giết quân man hơn hai nghìn người.
迨夜,蛮將楊思縉始自子城[城内小城也]出救,惟德等皆死.	Đến đêm, tướng man là dương tư tấn từ trong tử thành (tức thành nhỏ ở trong thành) đem quân ra cứu, bọn duy đức đều chết cả.
南詔两𨺻交州,所殺虜且十五萬人.	Nam chiếu hai lần chiếm giao châu, vừa giết vừa bắt gần mười lăm vạn người.
留兵二萬,使思縉據.	Lưu lại hai vạn quân, sai tư tấn giữ
我交州城.	Thành giao châu ta.
溪洞夷獠無遠近皆降之.	Người di lão ở các khe động không cứ xa gần đều hàng phục cả.
南詔以其属段酋遷領我府節度使.	Nam chiếu cho thuộc hạ là đoàn tù thiên làm tiết độ sứ phủ ta.
唐帝詔召還諸道援兵分保嶺南西道.	Vua đường xuống chiếu gọi viện binh các đạo về chia giữ tây đạo ở lĩnh nam một trăm chín mươi lăm }.
六月,廢安南都護府,置行交州於海門鎮,以右監門衛將軍宋戎行交州刺史,以武義節度使康承訓兼嶺南及諸軍行營.	Hữu giám môn vệ tướng quân là tống nhung giữ chức hành giao châu thứ sử, cho vũ nghĩa tiết độ sứ một trăm chín mươi bảy là khang thừa huấn kiêm lĩnh chức lĩnh nam cập chủ quân hành doanh một trăm chín mươi tám.
秋,七月,復置安南都護府於行交州,以宋戎為泾畧使,𭛁山東兵萬人以鎮之.	Kinh lược sứ, đem quân sơn đông một vạn người đến trấn giữ.
時,唐諸道兵来援者,屯嶺南不進,虚費餽運潤,州人陳磻石上言請造千斛舟自福建運来泛海不一月至廣州.	Khi ấy quân các đạo của nhà đường đến cứu viện, đều đóng lại ở lĩnh nam không tiến, hao phí lương thực, vận chuyển, người nhuận châu là trần bàn thạch dâng sớ xin đóng loại thuyền nghìn hộc để chở gạo từ phúc kiến đi đường biển, không đầy một tháng thì đến quảng châu.
從之,軍食以足.	Vua đường nghe theo, lương ăn của quân lính nhờ đó được đầy đủ.
有司以和隺為名奪商人舟,委其貨於岸側,舟人海或遇風濤沉溺,有司囚繋網史舟人使償其米,人頗苦之.	Bọn quan lại mượn tiếng thuê thuyền để cướp đoạt thuyền của người buôn, vứt hàng hoá của họ lên bờ: khi thuyền ra biển có chiếc nào bị sóng gió làm chìm đắm thì bắt giam cương lại một trăm chín mươi chín và chủ thuyền để bắt đền số gạo bị mất người ta rất khổ sở.
甲申,[唐咸通五年].	Giáp thân, (đường hàm thông năm thứ năm).
唐帝以總管經畧使張茵兼勾當交州事,益海門鎮兵,满二萬五千人,令茵進取府城.	Vua đường cho tổng quản hai trăm } kinh lược sứ là trương nhân kiêm coi giữ việc giao châu, tăng thêm quân ở trấn hải môn cho đủ số hai vạn năm nghìn người, sai nhân tiến quân lấy lại phủ thành.
秋,七月,茵逗逼不敢進.	Mùa thu, tháng bảy, nhân dùng dằng không dám tiến.
夏侯孜薦驍衛將軍髙駢代之,乃以駢為都護總管經畧招討使,茵所將兵悉以授之.	Hạ hầu tư tiến cử kiêu vệ tướng quân là cao biền thay, bèn cho biền làm đô hộ tổng quản kinh lược chiêu thảo sứ, bao nhiêu quân sĩ của nhân đều trao cho biền cả.
駢小字千里,南平郡王崇文之孫也,世典禁兵.	Biền tiểu tự là thiên lý, cháu của nam bình quận vương sùng văn, đời đời coi giữ cấm binh.
頗折節為學,好談論古今,軍中之人更相.	Biền đổi chí vào việc học, thích bàn luận việc xưa nay, người trong quân đều
少事朱淑明.	Lúc còn ít tuổi, theo giúp chu thục minh.
有二鵰並飛,引弓欲射,且祝之曰:"我長且貴富中之",一𤼵遂疊中.	Có hai con diều sóng đôi bay qua, biền giương cung nhắm bắn, khấn rằng: " nếu ta sau này được quý hiển thì phải bắn trúng " rồi bắn một phát tên trúng cả hai con.
眾大驚,因號"落鵰侍御史".	Mọi người cả kinh, nhân đó gọi là " lạc điêu thị ngự sử ".
累遷右神策都󰔄候.	Sau biền được thăng dần đến chức hữu thần sách đô ngu hầu.
党項叛,駢領禁兵萬餘人戍長武,屢有功,遷秦州防衛使,復有功.	Người đảng hạng làm phản, biền đem hơn một vạn cấm binh đến đóng ở trường vũ, nhiều lần lập công, thăng chức tần châu phòng ngự sử, lại có công nữa.
時南詔占據我地,故委駢來代之.	Bấy giờ nam chiếu chiếm đất ta, cho nên sai biền sang thay.
乙酉,[唐咸通六年].	Ất dậu, (đường hàm thông năm thứ sáu).
秋,七月,駢治兵於海門未進.	Mùa thu, tháng bảy, cao biền sửa quân ở trấn hải môn chưa tiến.
監軍李維周惡駢欲去之,屢𧼈駢使進軍.	Giám quân là lý duy chu ghét biền muốn tống đi, nhiều lần giục biền tiến quân.
駢以五千餘人先濟,約維周𤼵兵應援.	Biền đem hơn năm nghìn quân vượt biển đi trước, hẹn duy chu đem quân ứng viện.
駢既行,維周擁餘眾不𤼵.	Biền đi rồi, duy chu cầm quân còn lại không tiến phát.
九月,駢至南定,峯州,蠻眾近五萬方穫田禾,駢掩.	Tháng chín, biền đến nam định, phong châu, quân man gần năm vạn đương gặt lúa, biền ập đến
擊大破之,斬張詮等,𠬧其所穫以食軍.	Đánh tan, chém được bọn trương thuyên, thu lấy số lúa đã gặt dùng để nuôi quân.
丙戌,[唐󰦭通七年].	Bính tuất, (đường hàm thông năm thứ bảy).
在交州,西北節度使張,緝助酋遷攻交州,以范昵為我府,都統趙諾眉為浮邪都統.	Mùa hạ, tháng bốn, nam chiếu thăng chức cho đoàn tù thiên làm tiết độ sứ thiện xiển (thiện xiển là đô khác của nam chiếu, ở tây bắc giao châu), sai trương tập giúp tù thiên đánh giao châu, cho phạm nật ta làm đô thống phủ ta, triệu nặc mi làm đô thống phù da.
唐監陳讀曰陣]勑使韋仲宰將七千餘人至峯州.	Giám trận nhà đường sai vi trọng tể đem hơn bảy nghìn quân đến phong châu.
駢得以益其兵,進擊南詔,屢破之.	Biền được thêm quân, tiến đánh nam chiếu, nhiều lần đánh tan được.
㨗奏至海門,維周皆匿之.	Tờ tâu thắng trận gửi đến trấn hải môn, duy chu đều giấu đi.
數月無聲聞,唐帝恠之,以問維周.	Mấy tháng không có tin tức, vua đường lấy làm lạ mới hỏi duy chu.
維周奏:駢駐軍峯州,玩敵不進.	Duy chu tâu rằng: biền đóng quân ở phong châu, ngồi nhìn giặc không chịu tiến.
唐帝怒,以右武衛將軍王晏權代駢,召駢詣闕,欲重貶之.	Vua đường tức giận, sai hữu vũ vệ tướng quân là vương án quyền thay biền, đòi biền về kinh đô, ý muốn biếm phạt nặng.
是月駢大破南詔蠻,殺獲甚.	Tháng ấy, biền đánh tan quân nam chiếu, giết và bắt sống rất
南詔引餘眾奔入州城固守.	Nam chiếu thu quân còn sót chạy vào châu thành cố giữ.
冬,十月,駢圍州城十餘日,蠻人困蹙甚.	Mùa đông, tháng mười, cao biền vây châu thành hơn mười ngày, người man rất khốn quẫn.
