第四十一回刘玄德携民渡江赵子龙单骑救主	HỒI 41 Lưu Huyền Đức đưa dân qua sông; Triệu Tử Long một ngựa cứu chúa.
曹操就兖州已有青州军二十万；平了袁绍，又得五六十万；中原新招之兵三四十万；今又得荆州之军二三十万：以此计之，不下一百五十万。	Lỗ Túc đứng cạnh, nghe nói, tái mặt lại, đưa mắt cho Khổng Minh. Khổng Minh cứ lờ đi.
亮以百万言之，恐惊江东之士也。”	Quyền lại hỏi: - Chiến tướng của Tào Tháo nhiều hay ít?
鲁肃在旁，闻言失色，以目视孔明；孔明只做不见。	- Khổng Minh nói: - Những mưu sĩ lắm mưu nhiều trí và những tướng đấu tài đánh giỏi ít ra cũng được vài nghìn.
权曰：“曹操部下战将，还有多少？” 孔明曰：“足智多谋之士，能征惯战之将，何止一二千人。”	Quyền lại hỏi: - Nay Tào Tháo đã bình được Kinh Sở, còn có tham vọng gì nữa không?
权曰：“今曹操平了荆、楚，复有远图乎？” 孔明曰：“即今沿江下寨，准备战船，不欲图江东，待取何地？”	Khổng Minh đáp: - Tào Tháo hiện nay hạ trại kín ven sông, sắm sửa thuyền bè, chẳng lấy Giang Đông thì lấy đâu? Quyền lại hỏi: - Đối với âm mưu ấy của Tháo, nên đánh hay không, xin túc hạ hãy quyết định giúp ta một lời?
权曰：“若彼有吞并之意，战与不战，请足下为我一决。”	Khổng Minh nói: - Lượng tôi có một lời, nhưng chỉ sợ tướng quân chẳng chịu nghe thôi. - Quyền nói: - Xin cho nghe mấy lời cao kiến.
孔明曰：“亮有一言，但恐将军不肯听从。”	Khổng Minh nói: - Trước kia thiên hạ đại loạn, nên tướng quân phải dấy binh ở Giang Đông, Lưu Dự Châu tụ quân ở Hán Nam, để cùng tranh giành với Tào Tháo.
权曰：“愿闻高论。” 孔明曰：“向者宇内大乱，故将军起江东，刘豫州收众汉南，与曹操并争天下。	Nay Tháo đã dẹp được nạn lớn, tình hình sắp ổn định xong. Vừa đây Tháo lại phá được Kinh Châu, uy lừng bốn bể.
今操芟除大难，略已平矣；近又新破荆州，威震海内；纵有英雄，无用武之地：故豫州遁逃至此。	Bây giờ, dẫu có anh hùng cũng không có đất dụng võ, cho nên Dư Châu phải trốn tránh đến đây.
愿将军量力而处之：若能以吴、越之众，与中国抗衡，不如早与之绝；若其不能，何不从众谋士之论，按兵束甲，北面而事之？”	Vậy xin tướng quân lượng sức mà tính toán công việc. Nếu tướng quân có thể lấy quân Ngô, Việt mà chống Tào Tháo được, thì nên sớm cự tuyệt nó đi. Nếu không muốn thế, sao không theo ngay lời các mưu sĩ đã bàn, thu quân mã, xếp áo giáp lại, rồi ngoảnh mặt về phương bắc mà hàng?
权未及答。	Tôn Quyền chưa kịp đáp,
孔明又曰：“将军外托服从之名，内怀疑贰之见，事急而不断，祸至无日矣！”	Khổng Minh lại nói rằng: - Tướng quân ngoài mặt thì giả tiếng phục tùng nhưng bên trong bụng vẫn còn ngờ vực.
权曰：“诚如君言，刘豫州何不降操？”	Việc kíp rồi mà không quyết đoán, thì vạ đến nơi rồi đó!
孔明曰：“昔田横，齐之壮士耳，犹守义不辱。	Tôn Quyền lại hỏi: - Nếu quả như lời ông, thì sao Lưu Dự Châu không hàng Tào đi? Khổng Minh đáp: - Ngày xưa Điền Hoành là một tráng sĩ nước Tề còn biết giữ nghĩa không chịu nhục, huống chi Lưu Dự Châu là tôn thân nhà Hán, anh hùng lừng lẫy trên đời, kẻ sĩ thảy đều trông mong. Việc không xong là bởi trời, có đâu lại chịu luồn cúi người ta?
况刘豫州王室之胄，英才盖世，众士仰慕。	Tôn Quyền nghe Khổng Minh nói xong, nét mặt hầm hầm, rũ áo đứng dậy, lui vào nhà sau.
事之不济，此乃天也。 又安能屈处人下乎！”	Các quan cùng tủm tỉm cười và giải tán. Lỗ Túc trách Khổng Minh rằng: - Sao tiên sinh lại nói thế?
孙权听了孔明此言，不觉勃然变色，拂衣而起，退入后堂。	May mà chủ tôi rộng lượng, không nỡ trách ngay, chứ những lời tiên sinh vừa nói là khinh miệt chủ tôi lắm đấy.
众皆哂笑而散，鲁肃责孔明曰：“先生何故出此言？	Khổng Minh ngẩng mặt cười, nói: - Sao không có Lượng bao dung như thế?
幸是吾主宽洪大度，不即面责。	Ta đã có mẹo phá được Tào Tháo, vì không hỏi tới, nên ta không nói đó thôi.
先生之言，藐视吾主甚矣。”	Túc hỏi: - Nếu quả tiên sinh có mẹo hay, tôi xin vào mời chủ tôi ra để tiên sinh dạy cho.
孔明仰面笑曰：“何如此不能容物耶！	Khổng Minh nói: - Quân trăm vạn của Tào Tháo, ta coi như đàn kiến chỉ giơ tay một cái là tan ra như cám cả!
我自有破曹之计，彼不问我，我故不言。” 肃曰：“果有良策，肃当请主公求教。”	Túc nghe nói, liền vào nhà sau gặp Tôn Quyền.
孔明曰：“吾视曹操百万之众，如群蚁耳！	Quyền lúc ấy vẫn còn bực, ngoảnh lại bảo Lỗ Túc rằng: - Khổng Minh khinh ta quá chừng!
但我一举手，则皆为齑粉矣！”	Túc nói: - Tôi cũng đã trách Khổng Minh, thì Khổng Minh cười và trách lại rằng chúa công không có lượng dung người, cho nên Khổng Minh có mẹo phá Tào cũng không muốn nói ra cho biết.
肃闻言，便入后堂见孙权。	Xin chúa công hãy thử hỏi Khổng Minh xem thế nào?
权怒气未息，顾谓肃曰：“孔明欺吾太甚！”	Quyền bèn lập tức nguôi giận làm vui, nói: - À, thế ra Khổng Minh vẫn có mẹo hay, nên nói khích ta.
肃曰：“臣亦以此责孔明，孔明反笑主公不能容物。 破曹之策，孔明不肯轻言，主公何不求之？” 权回嗔作喜曰：“原来孔明有良谋，故以言词激我。 我一时浅见，几误大事。”	Ta một lúc nghĩ nông cạn, tý nữa lỡ mất việc to.
便同鲁肃重复出堂，再请孔明叙话。	Lập tức cùng Lỗ Túc lại ra triều đường, mời Khổng Minh vào nói chuyện.
权见孔明，谢曰：“适来冒渎威严，幸勿见罪。”	Quyền xin lỗi Khổng Minh rằng: - Vừa rồi tôi trót lỡ lời, xin tiên sinh tha lỗi cho.
孔明亦谢曰：“亮言语冒犯，望乞恕罪。”	Khổng Minh cũng tạ lại rằng: - Lượng nói năng lỗ mãng, xin tướng quân cũng thứ tội cho.
权邀孔明入后堂，置酒相待。	Quyền mời ngay Khổng Minh vào nhà sau làm tiệc khoản đãi.
数巡之后，权曰：“曹操平生所恶者：吕布、刘表、袁绍、袁术、豫州与孤耳。	Được vài tuần rượu, Quyền hỏi rằng: - Tào Tháo vốn chỉ ghét Lã Bố, Lưu Biểu, Viên Thiệu, Viên Thuật, Lưu Dự Châu với tôi mà thôi.
今数雄已灭，独豫州与孤尚存。	Nay đã trừ được cả, duy chỉ còn Dự Châu với tôi.
孤不能以全吴之地，受制于人。	Tôi không thể đem cả nước Ngô dâng cho người ta được.
吾计决矣。	Kế của tôi đã quyết, nhưng khi Lưu Dự Châu giúp cho thì cũng không ai đương nổi được Tào Tháo bây giờ. Mà Dự Châu lại vừa mới thua trận, làm thế nào mà chống được nạn này.
非刘豫州莫与当曹操者；然豫州新败之后，安能抗此难乎？” 孔明曰：“豫州虽新败，然关云长犹率精兵万人；刘琦领江夏战士，亦不下万人。	Khổng Minh nói: - Dự Châu tuy mới thua, nhưng Quan Vân Trường còn thống lĩnh hàng vạn tinh binh; Lưu Kỳ ở Giang Hạ cũng có chừng vạn quân sĩ.
曹操之众，远来疲惫；近追豫州，轻骑一日夜行三百里，此所谓强弩之末，势不能穿鲁缟者也。	Quân Tào Tháo từ xa đến, tất cũng mỏi mệt; mới đây, lại đuổi Dự Châu, quân khinh kỵ đi ba trăm dặm một ngày, khác nào nỏ cứng giương lên đã đuối sức, chưa chắc bắn thủng được mảnh lụa mỏng.
且北方之人，不习水战。	Vả lại người phương bắc không quen đánh thủy; quân dân ở Kinh Châu gặp thế bí phải phục Tào, chớ không phải là tự nguyện. Nay tướng quân thật muốn đồng tâm hiệp lực với Dự Châu, thì làm gì không phá được Tào Tháo? Quân Tào mà bị phá, tất phải kéo về bắc, thì thế Kinh, Ngô lại mạnh, mà hình thành thế chân vạc được. Cơ hội được thua, chỉ trong lúc này, xin tướng quân hãy nghĩ cho kỹ mà quyết đi!
荆州士民附操者，迫于势耳，非本心也。 今将军诚能与豫州协力同心，破曹军必矣。 操军破，必北还，则荆、吴之势强，而鼎足之形成矣。	Quyền mừng lắm, nói: - Mấy lời của tiên sinh, thật đã làm sáng mắt tôi.
成败之机，在于今日。	Ý tôi đã quyết, không còn hồ nghi gì nữa.
惟将军裁之。”	Ngay hôm ấy, Quyền bàn bạc cất quân để cùng đi phá Tào Tháo và sai Lỗ Túc đem ý định đó truyền ra cho văn võ đều biết.
权大悦曰：“先生之言，顿开茅塞。	Rồi đưa Khổng Minh đến nhà khách nghỉ ngơi.
吾意已决，更无他疑。 即日商议起兵，共灭曹操！” 遂令鲁肃将此意传谕文武官员，就送孔明于馆驿安歇。	Trương Chiêu biết Tôn Quyền muốn cất quân, mới bàn với mọi người rằng: - Lại mắc phải mẹo của Khổng Minh mất rồi! Chiêu vội vàng vào ra mắt Tôn Quyền, nói: - Chúng tôi nghe chúa công muốn dấy binh đánh nhau với Tào Tháo.
张昭知孙权欲兴兵，遂与众议曰：“中了孔明之计也！” 急入见权曰：“昭等闻主公将兴兵与曹操争锋。 主公自思比袁绍若何？	Chúa công hãy nên so mình với Viên Thiệu xem thế nào?
曹操向日兵微将寡，尚能一鼓克袁绍；何况今日拥百万之众南征，岂可轻敌？	Tào Tháo khi trước binh mọn, tướng ít, còn đánh được Viên Thiệu; huống bây giờ cầm hơn trăm vạn quân trong tay sang đánh mặt nam, há nên khinh địch?
若听诸葛亮之言，妄动甲兵，此所谓负薪救火也。”	Nếu chúa công nghe lời Gia Cát Lượng, hấp tấp dấy binh, thì thật là đem củi khô đi chữa cháy vậy.
孙权只低头不语。	Tôn Quyền chỉ cúi đầu, ngồi im.
顾雍曰：“刘备因为曹操所败，故欲借我江东之兵以拒之，主公奈何为其所用乎；愿听子布之言。” 孙权沉吟未决。	Cố Ung nói: - Lưu Bị vì bị Tào Tháo đánh thua, nên muốn mượn quân ta để chống lại Tháo, chúa công sao lại để cho người ta lợi dụng mình?
张昭等出，鲁肃入见曰：“适张子布等，又劝主公休动兵，力主降议，此皆全躯保妻子之臣，为自谋之计耳。 原主公勿听也。” 孙权尚在沉吟。	Xin hãy nghe lời Tử Bố.
肃曰：“主公若迟疑，必为众人误矣。” 权曰：“卿且暂退，容我三思。” 肃乃退出。	Tôn Quyền cũng ngần ngừ không quyết. Bọn Trương Chiêu ra, Lỗ Túc lại vào nói rằng: - Bọn Trương Chiêu lại khuyên tướng quân đừng cất quân để xin hàng Tào Tháo; đó đều là mưu của kẻ chỉ biết giữ mình và vợ con đó thôi, xin chúa công đừng nghe.
时武将或有要战的，文官都是要降的，议论纷纷不一。 且说孙权退入内宅，寝食不安，犹豫不决。 吴国太见权如此，问曰：“何事在心，寝食俱废？”	Tôn Quyền vẫn còn do dự.
权曰：“今曹操屯兵于江汉，有下江南之意。	Túc lại nói: - Nếu chúa công hoài nghi, tất bị chúng làm lỡ việc.
问诸文武，或欲降者，或欲战者。	Quyền nói: - Ngươi hãy lui ra, để ta còn nghĩ kỹ đã.
欲待战来，恐寡不敌众；欲待降来，又恐曹操不容：因此犹豫不决。”	Túc trở ra. Bấy giờ bọn võ tướng có nhiều người muốn đánh, nhưng bọn quan văn thì ai cũng muốn hàng; mọi người bàn bạc phân vân, không nhất trí. Tôn Quyền vào nhà ăn ngủ không yên, vẫn phân vân chưa định.
吴国太曰：“汝何不记吾姐临终之语乎？”	Ngô Quốc Thái thấy thế mới hỏi: - Con suy nghĩ đến việc gì đến nỗi bỏ cả ăn lẫn ngủ thế? Quyền nói: - Nay Tào Tháo đóng quân ở Giang Hán, có ý muốn đánh xuống Giang Nam, hỏi các văn võ, kẻ muốn hàng, người muốn đánh. Nếu đánh thì e mình ít không địch nổi nhiều; muốn hàng thì sợ Tào Tháo không dung; bởi thế con phân vân chưa định. Ngô Quốc Thái nói: - Con không nhớ lời chị ta lúc lâm chung dặn lại thế nào ư?
孙权如醉方醒，似梦初觉，想出这句话来。	Tôn Quyền sực nhớ lời trước, như người say tỉnh lại, như người ngủ mê thức dậy.
正是：追思国母临终语，引得周郎立战功。 毕竟说着甚的，且看下文分解。	Ấy là: Nhớ lời Quốc thái truyền khi mất, Nên để Chu Lang lập chiến công. Muốn biết lời di chúc của Quốc Thái, xin xem hồi sau.
第四十四回孔明用智激周瑜孙权决计破曹操	HỒI 44 Khổng Minh dùng kế khích Chu Du; Tôn Quyền quyết mưu đánh Tào Tháo.
却说吴国太见孙权疑惑不决，乃谓之曰：“先姊遗言云：‘伯符临终有言：内事不决问张昭，外事不决问周瑜。’ 今何不请公瑾问之？” 权大喜，即遣使往鄱阳请周瑜议事。	Lại nói Ngô quốc thái thấy Tôn Quyền nghi hoặc không quyết, mới bảo: - Khi hấp hối, mẹ con dặn phải theo di chúc của Bá Phù là phàm công việc trong nước không quyết định được thì hỏi Trương Chiêu, việc bên ngoài không quyết định được nên hỏi Chu Du.
