趙紀.	Kỷ nhà triệu.
時我越人李琴宿衛在臺,遂邀鄕人卜龍等五六人,當正元萬國朝會之目,俯伏殿庭曰:"皇恩不均".	Bấy giờ người nước việt ta là lý cầm làm túc vệ ở đài, bèn rủ người đồng hương là bọn bốc long năm, sáu người, giữa ngày đầu năm các nước triều hội, đến quỳ lạy ở sân điện tâu rằng: " ơn vua ban không đều ".
有司問其故?	Hữu ty hỏi vì cớ gì?
琴曰:"南越遷遠不爲皇天所覆,后土所載,故甘雨不降凉,風不飛".	Cầm nói: " nam việt ở xa không được trời che, đất chở, cho nên mưa ngọt không xuống, gió mát không đến ".
辭意懇苦.	Lời ý khẩn thiết đau đớn.
詔慰勞之,以我荗才一人爲夏陽令,孝廉一人爲六合令[琴交州人]後李琴仕至司隷校尉,張重爲金城太守.	Vua hán xuống chiếu an ủi, lấy một người mậu tài nước ta làm huyện lệnh hạ dương, một người hiếu liêm làm huyện lệnh lục hợp (cầm là người giao châu).
則我越人才得與漢人同選者李琴,李進有以開之也.	Như thế nhân tài nước việt ta được cùng tuyển dụng như người hán là mở đầu từ lý cầm, lý tiến vậy.
[重日南人初入洛,正旦大會,晋明帝曰:"日南北視日耶?	(trọng người quận nhật nam, khi trước đến lạc dương, gặp hội lớn tết nguyên đán, tấn minh đế tám mươi ba hỏi: " ở quận nhật nam hướng về phía bắc để trông mặt trời phải không?
"重對曰""今郡中有雲者不必有其實.	" trọng đáp rằng: " nay trong các quận, có quận gọi là vân trung (trong mây), là ki
至於風氣暄暖,日影仰於生民之.	Sau lý cầm làm quan đến tư lệ hiệu uý, trương trọng làm thái thú kim thành.
上則有之矣".	Thì vẫn có thế ".
按宋文帝元嘉中,南征林邑,五月,立表望之日在表北九寸一分,交州影在表南三寸三分.	Xét: khoảng niên hiệu nguyên gia đời tống văn đế, đi đánh lâm ấp ở phương nam, tháng năm, dựng nêu để đo bóng, thấy mặt trời ở về phía bắc cây nêu chín tấc một phân giao châu thì bóng ở về phía nam cây nêu ba tấc ba phân.
交州去洛水六七千餘里.	Giao châu cách lạc thuỷ hơn sáu, bảy nghìn dặm.
表取其絃直當下千里.	Chỗ dựng nêu tính đường dây thẳng thì nên bớt đi nghìn dặm.
唐開元十二年,測交州夏至,影在表南三寸三分,與元嘉所測同.	Năm khai nguyên thứ mười hai thời đường, đo ở giao châu vào ngày hạ chí, bóng ở phía nam cây nêu ba tấc ba phân, cũng giống số đo năm nguyên gia.
王充論衡曰:"日南郡去洛且萬里爲日南.	Sách luận hành của vương sung nói: " quận nhật nam ở cách lạc gần vạn dặm về phía nam mặt trời.
李筌曰:"安南府至長安七千二百五十里".	" lý thuyên nói: " từ phủ an nam đến trường an cách bảy nghìn hai trăm năm mươi dặm ".
孟琯云:"以四方揆之安南適當中國表地耳"].	Mạnh quán nói: " lấy bốn phương mà đo thì an nam đứng vào đất cuối cùng của trung quốc ").
史臣吳士連曰:君子於辭不可已也.	Sử thần ngô sĩ liên nói: người quân tử đối với lời nói không thể cho qua được.
昔𩱛蔑如無辭則終與草木俱腐矣.	Ngày xưa tông miệt nếu không có lời nói thì cùng với cỏ cây mục nát mà thôi.
李琴苟無辭何以見用於世,而我越英特之才,北人安得而知之哉?	Lý cầm không có lời nói thì sao được dùng ở đời, mà người tài giỏi của nước việt ta, người phương bắc
丁亥,二十一年[漢建安十二年].	Đinh hợi, năm thứ hai mươi mốt, (hán kiến an năm thứ mười hai).
官事少閑,輙玩書傳.	Khi việc quan có chút nhàn rỗi thì chăm xem các sách thư, truyện.
春秋,左氏傳,凣簡籍無徵,輙以咨問即傳諸疑,皆有師説,意思詳密.	Phàm những chỗ biên chép không rõ ràng trong sách xuân thu tả thị truyện, đem hỏi, đều được ông giảng giải cho những chỗ nghi ngờ, đều có kiến giải của bậc thầy, ý tứ rõ ràng, chặt chẽ.
又尙書古今大義詳備.	Lại như sách thượng thư, cả cổ văn và kim văn, những ý nghĩa to lớn, ông đều hiểu biết tường tận, đầy đủ.
兄弟並爲列郡,雄長一州,偏在萬里,威尊無上.	Anh em ông làm quan coi quận, hùng trưởng một châu, ở lánh ngoài muôn dặm, uy tín không ai hơn.
出入鳴鍾磬,備具威儀;笳皷箫吹,車騎满道,胡人夾轂焚香者常有數十;妻妾居輜軿,子弟從.	Khi ra vào thì đánh chuông khánh, uy nghi đủ hết; kèn sáo thổi vang, xe ngựa đầy đường, người hồ đi sát bánh xe để đốt hương thường có đến mấy mươi người; vợ cả, vợ
兵騎,當時貴重,震服百蠻,尉佗不能逾也".	Hầu, người đương thời ai cũng quý trọng, các man di đều sợ phục, dẫu uý đà cũng không hơn được ".
[徽時寓交州].	(huy bấy giờ ngụ ở giao châu).
及漢帝遣張津爲刺史[津守任在漢津建安六年].	Sau vua hán sai trương tân làm thứ sử.
好鬼神事,常著絳鄚頭巾,皷琴,燒香,讀道書,云可以助化,爲其將區景所殺,而荆州牧劉表遣零陵令賴恭代津.	Tân thích việc quỷ thần, thường đội khăn đỏ, gảy đàn, đốt hương, đọc sách đạo giáo, nói rằng có thể giúp việc giáo hoá, bị tướng là khu cảnh giết, châu mục kinh châu là lưu biểu sai huyện lệnh linh lăng là lại cung thay tân.
漢帝聞津死,賜王玺書曰:"交州絶域,南󰅾江海,上恩不宣,下義壅塞,如逆賊劉表又遣賴恭窺看南土,今以卿爲綏南中郎將董督七郡,領交州太守如故".	Vua hán nghe tin tân chết, gửi cho vương bức thư có đóng dấu ấn nói rằng: " giao châu ở cõi xa, một dải sông biển ở phía nam, ơn trên không truyền đến, nghĩa dưới bị nghẽn tắc, thế mà nghịch tặc lưu biểu lại sai lại cung dòm ngó đất nam, nay cho khanh làm tuy nam trung lang tướng trông coi bảy quận, lĩnh thái thú giao châu như cũ ".
王遣吏張旻奉貢請漢京都.	Vương sai thuộc lại là trương mân mang đồ cống sang kinh đô nhà hán.
是時天下䘮亂,道路斷絶,而王不廢職貢.	Bây giờ thiên hạ loạn lạc, đường sá đứt nghẽn, nhưng vương vẫn không bỏ việc nộp cống.
漢帝復下詔拜安遠.	Vua hán lại xuống chiếu cho làm an viễn
將軍,封龍度亭侯.	Tướng quân, phong tước long độ đình hầu.
後蒼梧太守吳巨與恭相失,舉兵逐之,恭走還零陵.	Sau thái thú thương ngô là ngô cự bất hoà với cung, đem binh đánh đuổi, cung chạy về linh lăng.
庚寅,二十四年[漢建安十五年].	Canh dần, năm thứ hai mươi bốn, (hán kiến an năm thứ mười lăm).
吳王孫權遣步隲爲交州刺史.	Ngô vương là tôn quyền sai bộ chất làm thứ sử giao châu.
隲到,王率兄弟奉承節度.	Khi chất đến, vương đem anh em đến vâng theo mệnh lệnh.
吳王加王左將軍.	Ngô vương cho vương làm tả tướng quân.
後王遣子𢌃[魚錦反]入質於吳,吳王以爲武昌太守.	Sau vương sai con là ngẩm làm con tin ở nước ngô, ngô vương cho làm thái thú vũ xương.
王諸子在南者皆拜中郎將.	Các con của vương ở nam đều cho làm trung lang tướng.
王又誘導益州豪姓雍闓[可亥反]等率郡民人使遙東附吳.	Vương lại dỗ bảo thổ hào ở ích châu là bọn ung khải đem dân chúng trong quận phụ thuộc xa với nước ngô ở miền đông.
吳王益嘉之,遷衛將軍,封龍編侯.	Ngô vương càng khen, thăng làm vệ tướng quân, tước long biên hầu.
王每遣使請吳𦤶雜香,細葛輙以千數.	Vương thường sai sứ sang nước ngô dâng các thứ hương liệu, vải mịn, kể số hàng nghìn.
明珠,大貝,琉璃,翠羽,瑇瑁,犀,象之珍,奇.	Các thứ quý lạ như ngọc trai, ốc lớn, lưu ly, lông trả, đồi mồi, sừng tê, ngà voi
及異果蕉,椰,龍眼之属,無歲不至又貢,馬凣數百匹.	Cùng các thứ quả lạ như chuối, dừa, long nhãn, không năm nào không tiến, lại cống ngựa hàng mấy trăm con.
吳王作書後加寵賜以慰答之.	Ngô vương viết thư ban cho rất hậu để yên ủi và đáp lại.
黎文休曰:士王能有寬厚謙,下士,得人親愛,而致一時之貴盛.	Lê văn hưu nói: sĩ vương biết lấy khoan hậu khiêm tốn để kính trọng kẻ sĩ, được người thân yêu mà đạt đến quý thịnh một thời.
又能明義,識時,雖才勇不及趙武帝,而屈節事大以保全疆土,可謂智矣.	Lại hiểu nghĩa, thức thời, tuy tài và dũng không bằng triệu vũ đế, nhưng chịu nhún mình thờ nước lớn, để giữ vẹn bờ cõi, có thể gọi là người trí.
惜其嗣子弗克負荷先業,使越土宇既皆全盛而復分裂,悲夫!	Tiếc rằng con nối không gánh vác nổi cơ nghiệp của cha, để cho bờ cõi nước việt đã toàn thịnh mà lại bị chia cắt, đáng buồn thay !
丙午,四十年[漢後主禪建興四年,吳孫權黄武五年].	Bính ngọ, năm thứ bốn mươi, (hán hậu chúa thiện, kiến hưng năm thứ bốn; ngô tôn quyền, hoàng vũ năm thứ năm).
王薨.	Vương mất.
初王嘗病,死三日,僊人董奉與藥一丸以水含,服捧其頭摇.	Trước vương ốm, đã chết đi ba ngày, người tiên là đổng phụng cho một viên thuốc hoà vào nước ngậm, rồi đỡ lấy đầu mà lay
捎之,少頃即開目動手,顔色漸平復,明日旋能起坐,四日復能誤,遂復常.	Động, mộc chốc lát mở mắt động tay, sắc mặt bình phục dần dần, ngày hôm sau ngồi dậy được, bốn ngày lại nói được, rồi trở lại bình thường.
[奉字昌異侯官人,見列仙傳.	(phụng tên tự là xương dị, người huyện hầu quan, sự tích có chép trong liệt tiên truyện.
候官縣名在福州].	Hầu quan là tên huyện, thuộc phúc châu).
史臣吳士連曰:我國通詩書,習禮樂,爲文献之󰘊,自士王始,其功德𡸈特施於當時而有以遠及於後代,𡸈不盛矣哉?	Sử thần ngô sĩ liên nói: nước ta thông thi thư, học lễ nhạc, làm một nước văn hiến, là bắt đầu từ sĩ vương, công đức ấy không những chỉ ở đương thời mà còn truyền mãi đời sau, há chẳng lớn sao?
子之不肖乃子之罪爾.	Con không hiền là tội của con thôi.
世傳王既塟之後,至晋末凣百六十餘年,林邑人入寇,掘發王塚,見其體靣如生,大惧乃復封瘗土,人以爲神,立廟事之,號"士王僊".	Tục truyền rằng sau khi vương chết đã chôn, đến cuối thời nhà tấn đã hơn một trăm sáu mươi năm, người lâm ấp vào cướp, đào mộ của vương, thấy mình mặt vẫn như sống, cả sợ lại đắp lại, người địa phương cho là thần, làm miếu để thờ gọi là " tiên sĩ vương ".
盖其英氣不朽,所以能爲神也.	Có lẽ là khí tinh anh không nát, cho nên thành thần vậy.
[神祠在舊城龍編].	(đền thờ tại thành cũ long biên)
右士王,起丁卯終丙午,凡四十年.	Trở lên là sĩ vương, từ năm đinh mão đến năm bính ngọ, tất cả bốn mươi năm.
属吳,晋,宋,齊,梁紀.	Kỷ thuộc ngô, tấn, tống, tề, lương.
吳主聞士王薨,以交州懸遠,乃分合浦以北属廣州,吕岱爲刺史;合浦以南属交州,戴良爲刺史.	Đinh mùi, (hán kiến hưng năm thứ năm; ngô hoàng vũ năm thứ sáu), vua ngô nghe tin sĩ nhiếp mất, thấy giao châu ở xa cách, mới chia từ quận hợp phố trở về bắc thuộc vào quảng châu, cho lữ đại làm thứ sử; từ quận hợp phố trở về nam thuộc vào giao châu, cho đái lương làm thứ sử.
又遣陳時大王爲太守.	Lại sai trần thì làm thái thú thay sĩ nhiếp.
岱留南海.	Đại ở lại nam hải.
良與時俱前行.	Lương và thì cùng lên đường.
到合浦而王子徽以自署為太守,發宗兵拒之.	Đến hợp phố nghe tin ở giao châu con sĩ nhiếp là huy đã tự làm thái thú, đem tông binh ra chống cự.
[漢未,宗室相亂,南人率宗室相聚爲兵以自衛,故名宗兵].	(cuối thời nhà hán, tôn thất nổi loạn, người nam cũng tụ họp họ hàng làm binh để tự vệ, cho nên gọi là tông binh).
良留合浦.	Lương ở lại hợp phố.
王吏桓鄰叩頭諫徽迎良,徽怒笞殺鄰.	Thuộc lại của sĩ nhiếp là hoàn lân cúi đầu can huy, xin đón lương, huy giận đánh chết lân.
史臣吳士連曰:自古殺諫臣未有不亡者.	Sử thần ngô sĩ liên nói: từ xưa hễ giết bề tôi can ngăn thì chưa từng không mất nước.
陳殺.	Nước trần giết
縛以出皆斬之,傳首武昌.	Đưa ra ngoài, đem chém cả, lấy đầu đưa về vũ xương.
史臣吳士連曰:士徽父薨不請命自立,又發兵拒命,義固當討然.	Sử thần ngô sĩ liên nói: sĩ huy cha mất không xin mệnh mà đã tự lập, lại đem quân chống mệnh, theo nghĩa thì phải đánh.
吕岱誘之史降而殺之非也.	Nhưng lữ đại đã dụ ra hàng mà lại giết đi là trái lẽ.
夫信者,國之寶也.	Giữ điều tin là báu của nước.
徽既降縛送武昌,使生殺出於上,威信行乎下,不亦善乎?	Huy đã hàng cứ trói giải về vũ xương, khiến cho việc sinh sát được quyết ở trên, mà uy tín lan xuống kẻ dưới, há chẳng hay hơn ư?
