趙紀.	Kỷ nhà triệu.
朝廷雖以黎可鑄為两路安撫使,但在京遙鎮,未嘗到郡,惟土豪潘猛,范矜率眾歸順.	Triều đình tuy đã lấy lê khả chú làm an phủ sứ lộ hai lộ ấy, nhưng chỉ ở kinh sư mà trấn trị từ xa, chứ chưa bao giờ tới quận.
猛有膽畧多覘賊情有邀.	Mãnh là người can đảm mưu lược, dò biết được nhiều tình hình của giặc, lại có công đón
擊奔卒之功,上皇賞賜特厚官至翊衛将軍,又陞威明将軍管新平,順化聖翊軍,󰅾金雲符.	Thượng hoàng thưởng cho rất hậu, cho làm tới dực vệ quân, lại thăng làm uy minh tướng quân, chỉ huy quân thánh dực ở tân bình và thuận hoá, đeo vân phù vàng.
二月,帝幸龍興,建昌,安生拜謁諸陵.	Tháng hai, vua ngự về long hưng, kiến xương, yên sinh, bái yết các lăng.
詔捕賊黨元挺,阮洞,阮𠃔黄科,阮康等脅從,罔治挺陳蓀赴水死康北走,明國,詐稱陳氏子孫,改名添平.	Những người bị cưỡng bức theo chúng thì không bị tội, nguyên đĩnh và trần tôn nhảy xuống sông tự tử, khang thì chạy trốn sang nước minh, nói dối là con cháu họ trần, đổi tên là thiêm bình.
以陳渴真為龍捷奉宸内衛上将軍,封武節関内侯,范可永[西鎮人,]為車騎衛上将軍封冠服侯,范勒,楊昂爵賞五資加.	Lấy trần khát chân làm long tiệp phụng thần nội vệ thượng tướng quân, phong tước vũ tiết quan nội hầu.
勒監禁衛都,賜昂田三十𤱈.	Phạm cự lặc, dương ngang được thưởng tước năm tư, thăng lặc làm giám cấm vệ đô, ban cho ngang ba mươi mẫu ruộng.
其餘陞職爵有差.	Còn những người khác thì đều được thăng chức tước theo mức độ khác nhau.
夏四月,加尊先帝.	Mùa hạ, tháng bốn, tôn thêm huy hiệu cho các tiên đế,
先后徽號及各處神祗謚號.	Tiên hậu và thuỵ hiệu cho thần kỳ các nơi.
六月,二十五日,暴風大雨水.	Tháng sáu, ngày hai mươi lăm, mưa bão lớn.
以元耀弟章靖王元熺為入内檢校右相國平章事.	Lấy chương tĩnh vương nguyên hy, em trai nguyên diệu, làm nhập nội kiểm hiệu tướng quốc bình chương sự.
時章靖王元熺内不自安,故有是命.	Bấy giờ chương tĩnh vương nguyên hy trong lòng không yên, cho nên có lệnh này.
羅皚㱕至占城,㨿國自立.	La ngai về đến chiêm thành, chiếm nước, tự lập làm vua.
蓬莪子,制麻奴㐌難與弟制山拏恐見殺,遂來奔.	Con của bồng nga là chế ma nô đà nan và em là chế sơn nô sợ bị giết, liền chạy sang ta.
封麻奴㐌難為校正侯,山拏為亞侯.	Phong ma nô đà nan làm hiệu chính hầu, sơn nô làm á hầu.
冬十月,浚天德江.	Mùa đông, tháng mười, khơi sông thiên đức.
令安鑊石工掘开天健山洞,及菌枚山洞取前所藏錢貨.	Sai thợ đá ở an hoạch đào mở cửa hang núi thiên kiện và hang núi khuẩn mai để lấy tiền của chôn ở đó khi trước.
時,二山俱崩,洞口開塞,鑿開不得,遂廢之.	Nhưng bấy giờ cả hai núi đều bị lở, cửa hang bị lấp kín, đào mãi không được, phải bỏ.
十一月,十四日,司徒章肃國上侯.	Tháng mười một, ngày mười bốn, tư đồ chương tức quốc thượng hầu
元旦卒.	Nguyên đán mất.
元旦為人慈祥,儒雅,有古君子風.	Nguyên đán là người hiền từ, nho nhã, có phong cách của bậc quân tử thời xưa.
上皇當幸其第問疾,及遺後事.	Thượng hoàng thường ngự đến nhà riêng của ông để thăm bệnh và hỏi việc sau này.
元旦皆不言,但曰:願陛下敬明國如父,愛占城如子,則國家無事,臣雖死且不朽.	Nhưng nguyên đán đều không nói gì, chỉ thưa: " xin bệ hạ kính nước minh như cha, yêu chiêm thành như con, thì nước nhà vô sự.
上皇為作詩題其墓.	Thượng hoàng có làm bài thơ đề trên mộ ông.
元旦嘗作十禽詩有云:人言寄子與老鴉,不識老鴉怜愛否.	Nguyên đán từng làm bài thơ thập cầm có câu rằng: nhân ngôn ký tử dữ lão nha, bất thức lão nha liên ái phủ.
史臣吳士連:曰正其誼不謀其利,明其道,不計其功,君子心也.	Sử thần ngô sĩ liên nói: làm rõ điều nghĩa mà không mưu lợi, làm sáng đạo lớn mà không kể công, đó là tấm lòng người quân tử.
元旦同姓大臣,知胡氏之将篡陳業之将終不思艱貞與國同休乃.	Nguyên đán là bậc đại thần cùng họ với vua, biết họ hồ sắp cướp ngôi, cơ nghiệp nhà trần sắp hết, thế mà không nghĩ đến việc vững vàng vượt qua gian nan, cùng vui lo với nước, lại đem con mình gửi gắm cho họ hồ để làm kế về sau.
托子胡氏為身後計,圖利而不顧義,舍道而惟計功烏足為賢.	Mưu lợi mà không nghĩ đến nghĩa, bỏ đạo mà chỉ tính đến công, sao gọi là người hiền được?
且,當時占人之患為急,而吿以愛占城如子,事明國如父,乃事大字小槩常談之説,奚補當務哉.	Hơn nữa, lúc ấy tai hoạ người chiêm là việc cần kíp, mà lại bảo yêu chiêm thành như con, thờ nước minh như cha, thì chỉ là câu nói tầm thường chung chung về đạo thờ nước lớn, yêu nước nhỏ, có bổ ích gì cho việc nước lúc đó?
惜其學問見識知及之而仁不能守之也.	Tiếc rằng học vấn kiến thức của ông biết trước được mọi điều mà lòng nhân thì không giữ được.
十二月,以范歎為乂安府知府.	Tháng mười hai, lấy phạm thán làm tri phủ nghệ an.
辛未四年,[明洪武二十四年,]春二月,黎季犛領軍廵化州,閲定軍伍,修造城池.	Mùa xuân, tháng hai, lê quý ly đem quân đi tuần châu hoá, xét duyệt quân ngũ, xây sửa thành trì.
三月,季犛令左聖翊軍将黃奉世将兵出哨占城地方.	Tháng ba, quý ly sai viên tướng coi quân tả thánh dực hoàng phụng thế đem quân đi tuần đất chiêm thành.
占人設伏,奉世.	Quân phụng thế
軍自潰,為賊所擒.	Tan vỡ, bị giặc bắt.
季犛以奉世所部大隊副三十人斬之.	Quý ly sai chém ba mươi viên đại đội phó dưới quyền của phụng thế.
奉世用計得脱,復職如故.	Phụng thế dùng mưu kế thoát về, được phục chức như cũ.
夏四月,季犛軍回.	Mùa hạ, tháng bốn, quý ly đem quân về.
五月,太尉莊定大王𩖀出亡南定庄.	Tháng sáu, thái uý trang định vương ngạc trốn ra trang nam định.
庄人以船送至萬寕寨.	Người trong trang lấy thuyền đưa ngạc ra trại vạn ninh.
寨人楊度不納.	Người trại ấy là dương độ không nhận.
上皇遣寕衛軍将阮仁烈追還.	Thượng hoàng sai viên tướng coi quân ninh vệ nguyễn nhân liệt đuổi bắt về.
季犛陰使殺之.	Quý ly ngầm sai liệt giết đi.
降為愍王.	Nhân liệt đánh chết ngạc bị giáng làm mẫn vương.
後,上皇悔悟,問追捕愍王者為誰.	Sau thượng hoàng tỉnh ngộ lại, hỏi người đuổi bắt mẫn vương là ai, nhân liệt sợ, thắt cổ tự tử.
先是,上皇既廢靈德,欲立𩖀季犛以計誤之乃立帝.	Trước đó, thượng hoàng đã phế linh đức, định lập ngạc.
加𩖀大王,仍為輔臣𩖀與季犛有隙,多被季.	Quý ly dùng mưu đánh lừa, mới lập làm vua mà gia phong ngạc làm đại vương, vẫn giữ chức phụ thần.
犛所譛恐惧驚疑故至此耳後季犛篡國降𩖀為列校判侯.	Sau quý ly cướp nước, giáng ngạc làm liệt hiệu phán hầu.
秋八月,化州諸将論利害之勢.	Mùa thu, tháng tám, các tướng hoá châu bàn về thế lợi hại.
潘猛曰:天無二日,民無二王.	Phan mãnh nói: " trời không thể có hai mặt trời, dân không thể có hai vua !
朱秉珪曰:杨柳多言眾皆閉口.	Chu bỉnh khuê nói: " dương liễu nhiều lời, mọi người ngậm miệng " (chưa rõ câu này nói ý thế nào).
[未詳所言,]時,鄧悉,黃晦卿等隂書以遺季犛.	Bấy giờ bọn đặng tất và hoàng hối khanh ngầm gửi thư cho quy ly, quý ly cho là họ âm mưu làm loạn.
季犛以為潜謀,不執秉珪,猛皆被殺.	Bỉnh khuê và mãnh đều bị giết cả.
以鄧悉為右州判,黃晦卿為正刑院大夫.	Lấy đặng tất làm hữu châu phán, hoàng hối khanh làm chính hình viện đại phu.
季犛作詩遺之曰:借問子澄懦中尉,書生何忍負平生.	Ngự sử đại phu đỗ tử trừng không nói gì đến việc ấy, quý ly làm thơ gửi cho trừng, có câu: tá vấn tử trừng noạ trung uý, thư sinh hà nhẫn phụ bình sinh.
冬十二月,以羅脩為清化府知府.	Mùa đông, tháng mười hai, lấy la tu làm tri phủ phủ thanh hoá.
造瑞璋殿.	Dựng điện thuỵ chương.
壬申五年,[明洪武二十五年,]春二月,殺宗室陳日章.	Mùa xuân, tháng hai, giết tôn thất trần nhật chương.
日章謀誅季犛.	Nhật chương mưu giết quý ly, thượng hoàng cho là có lòng khác, giết đi.
夏四月,旱詔求直言.	Mùa hạ, tháng bốn, hạn hán, xuống chiếu cầu lời nói thẳng.
裴夢華上言畧曰:臣聞童謠云:深哉黎師,以此觀之,季犛必有覘覦神噐之意.	Xem thế, quý ly nhất định có ý dòm ngó ngôi báu ".
上皇覽奏以示季犛.	Thượng hoàng xem tờ tâu rồi đưa cho quý ly.
後季犛專政華隐遁不出.	Sau quý ly chuyên chính, mộng hoa ẩn lánh không ra nữa.
史臣吳士連曰:易曰君不𡧸則失臣,安有求得直言,遞以言示其所激者哉.	Sử thần ngô sĩ liên nói: kinh dịch nói: vua không kín thì mất bề tôi.
藝皇至是昏耄甚矣!	Nghệ hoàng đến đây đã già lẫn quá rồi.
夢華之不遇天也,亦陳家之不幸也.	Mộng hoa không gặp vua sáng là tự trời, mà cũng là điều bất hạnh cho nhà trần đó.
六月,以范巨論知樞𡧸院事.	Tháng sáu, lấy phạm cự luận tri khu mật viện sự.
秋七月,改黎仁.	Mùa thu, tháng bảy, đổi tên cho lê nhân
統名景奇入政府為行遣.	Thống thành cảnh kỳ, lấy vào chính phủ làm hành khiển.
九月,以何德鄰為行遣左司.	Tháng chín, lấy hà đức lân làm hành khiển tả ty.
冬,十月,置各䖏江開及廵府監捕盗,或三都四都五都,隨其衝要,設之.	Mùa đông, tháng mười, đặt các quan cửa sông và tuần thú ở các xứ để xét bắt trộm cướp, mỗi xứ tuỳ vị trí xung yếu có thể đặt ba, bốn hay năm đô.
潘夫先曰:陳自裕宗荒縱之後,加以占城侵擾,㓂賊繁多,白日掠人法不能禁.	Phan phu tiên nói: nhà trần từ sau khi dụ tông hoang dâm phóng túng, lại thêm chiêm thành xâm lược, quấy rối, thì giặc cướp rất nhiều.
季犛執政始設法廵捕少抑之矣.	Quý ly nắm quyền cai trị, tìm cách lùng bắt, mới hạn chế được một phần nào !
十二月,詔凣軍民迯役罰錢十鏹,刺項四字,頭目斬罪,田土没官.	Tháng mười hai, xuống chiếu rằng quân lính và dân thường hễ ai trốn việc lao dịch thì phải phạt bốn quan tiền, thích vào gáy bốn chữ, kẻ đầu mục thì xử tội chém, ruộng đất sung công.
季犛作明道十四篇,上進大畧以周公為先聖,孔子為先師,文廟以周公.	Quý ly soạn sách minh đạo gồm mười bốn thiên dâng lên.
正座,南面孔子偏坐,西面論語有四疑如子見南子,在陳絶粮,公山,佛肸召子欲徃之𩔗,以韓愈為盗儒謂周戊叔,程顥,程頤,楊詩,羅仲素,李延平,朱子,之徒學博而才疎,不切事情而務為剽窃.	Cho sách luận ngữ có bốn chỗ đáng ngờ, như khổng tử ra mắt nàng nam tử, khổng tử bị hết lương ở nước trần, công sơn, phật hất cho gọi, mà khổng tử đều muốn tới giúp. cho hàn dũ là " đạo nho "; cho bọn chu mậu thúc, trình di, dương thi, la trọng tố, lý diên bình, chu tử, tuy học rộng nhưng ít tài, không sát với sự việc, chỉ thạo cóp nhặt.
上皇賜詔奬諭之.	Thượng hoàng ban chiếu dụ khen.
國子助教段春雷上書言其不可,流近州[春雷新福縣,巴魯社人,明敏達後官至中書黃門侍郎兼練知愛州通判卒于官.	(xuân lôi người xã ba lỗ, huyện tân phúc là người thông minh, nhanh trí, hiểu biết, có kinh nghiệm, sau làm quan đến trung thư hoàng môn thị lang kiêm tri ái châu thông phán, chết tại chức).
]詞連行遣陶師錫嘗見其書,降為中書侍郎同知審刑院事.	Khai là đào sư tích có xem thư ấy, nên sư tích bị giáng làm trung thị lang đồng tri thẩm hình viện sự.
史臣吳士連曰:前聖之道非孔子無以明後.	Sử thần ngô sĩ liên nói: đạo của tiên thánh nếu
聖之生,非孔子無以法.	Thánh sinh ra, nếu không có khổng tử thì không còn ai làm khuôn phép nữa.
自生民以來,未有盛於孔子者,而敢輕議之亦不知量也.	Từ khi có sinh dân đến nay, chưa có ai nổi tiếng hơn khổng tử, thế mà quý ly lại dám khinh suất bàn về ngài thì thực là không biết lượng sức mình.
癸酉六年,[明洪武二十六年,]春正月,以胡綱監左聖翊軍[綱演州人,]季犛潜得胡氏苗裔,圖欲復舊姓,引綱為腹心.	Quý ly ngầm tìm được dòng dõi họ hồ, muốn đổi theo họ cũ, đưa cương ra làm người tâm phúc.
黃貫之,黎渭叟,枚秀夫,同栻等三十人.	Tháng hai, thi thái học sinh, cho đỗ ba mươi người, là bọn hoàng quán chi, lê vị tẩu, mai tú phu, đồng thức...
夏四月,試吏員.	Mùa hạ, tháng bốn, thi lại viên.
六月,旱.	Tháng sáu, hạn hán.
秋七月,暴風大雨.	Mùa thu, tháng bảy, gió dữ, mưa lớn.
八月,地震大水.	Tháng tám, động đất, nước to.
